pl_name,disc_year,x,y,z
Kepler-341 e,2014,258.1517333654088,-714.6339201868382,720.366478661262
Kepler-342 b,2014,206.5706689436545,-494.3549907757305,569.0847539236124
Kepler-342 c,2014,206.5706689436545,-494.3549907757305,569.0847539236124
Kepler-342 d,2014,206.5706689436545,-494.3549907757305,569.0847539236124
Kepler-342 e,2016,206.5706689436545,-494.3549907757305,569.0847539236124
Kepler-343 b,2014,255.9191683305168,-634.6764081705886,625.6021862507331
Kepler-343 c,2014,255.9191683305168,-634.6764081705886,625.6021862507331
Kepler-344 b,2014,265.0442980073274,-639.8858550831847,725.3869699396761
Kepler-344 c,2014,265.0442980073274,-639.8858550831847,725.3869699396761
Kepler-346 b,2014,210.9347824312682,-648.7310619663199,709.3075340257739
Kepler-346 c,2014,210.9347824312682,-648.7310619663199,709.3075340257739
Kepler-347 b,2014,278.5117799728124,-799.7948904820521,984.8089032777772
Kepler-347 c,2014,278.5117799728124,-799.7948904820521,984.8089032777772
Kepler-347 d,2023,278.5117799728124,-799.7948904820521,984.8089032777772
Kepler-348 b,2014,198.62032978585736,-385.5611930988711,371.060324018794
Kepler-348 c,2014,198.62032978585736,-385.5611930988711,371.060324018794
Kepler-349 b,2014,268.9085245083086,-613.2749307466203,660.7145442174651
Kepler-349 c,2014,268.9085245083086,-613.2749307466203,660.7145442174651
Kepler-35 b,2011,517.4182537885193,-1135.5306553211014,1323.7174813276692
Kepler-350 b,2014,195.7295366943667,-709.644066982144,611.2891235278533
Kepler-350 c,2013,195.7295366943667,-709.644066982144,611.2891235278533
